round,ppnr,groupid,ingroupid,bidnr,price,session,biddinground,currentprice,jump,decision,cv,signal,q5,q6,q7,q8,q9,q10,q11,q12,profit,firstjump,bidcount,entering,verdiensten
7,34,2,2,7,105,3,13,92,13,0,89,67,,,,,,,,,-26,5,8,1,0
7,34,2,2,8,113,3,22,111,2,0,89,67,,,,,,,,,-26,5,8,1,0
8,34,1,5,1,84,3,4,50,34,0,139,113,,,,,,,,,-23,,4,0,0
8,34,1,5,2,106,3,6,100,6,0,139,113,,,,,,,,,-23,,4,0,0
8,34,1,5,3,124,3,8,120,4,0,139,113,,,,,,,,,-23,,4,0,0
8,34,1,5,4,136,3,11,135,1,0,139,113,,,,,,,,,-23,,4,0,0
9,34,2,4,1,110,3,2,100,10,0,133,86,,,,,,,,,1,,2,0,0
9,34,2,4,2,114,3,5,112,2,0,133,86,,,,,,,,,1,,2,0,0
10,34,2,4,1,80,3,2,0,80,1,56,64,,,,,,,,,5,80,1,1,5
11,34,2,2,1,73,3,2,0,73,1,115,95,,,,,,,,,27,73,4,1,27
11,34,2,2,2,76,3,6,73,3,1,115,95,,,,,,,,,27,73,4,1,27
11,34,2,2,3,83,3,8,76,7,1,115,95,,,,,,,,,27,73,4,1,27
11,34,2,2,4,92,3,11,85,7,1,115,95,,,,,,,,,27,73,4,1,27
12,34,2,2,1,40,3,3,10,30,0,81,108,,,,,,,,,-22,,11,0,0
12,34,2,2,2,42,3,6,40,2,0,81,108,,,,,,,,,-22,,11,0,0
12,34,2,2,3,53,3,9,42,11,0,81,108,,,,,,,,,-22,,11,0,0
12,34,2,2,4,63,3,11,53,10,0,81,108,,,,,,,,,-22,,11,0,0
12,34,2,2,5,70,3,15,63,7,0,81,108,,,,,,,,,-22,,11,0,0
12,34,2,2,6,75,3,18,70,5,0,81,108,,,,,,,,,-22,,11,0,0
12,34,2,2,7,85,3,19,75,10,0,81,108,,,,,,,,,-22,,11,0,0
12,34,2,2,8,88,3,25,85,3,0,81,108,,,,,,,,,-22,,11,0,0
12,34,2,2,9,91,3,26,88,3,0,81,108,,,,,,,,,-22,,11,0,0
12,34,2,2,10,100,3,28,91,9,0,81,108,,,,,,,,,-22,,11,0,0
12,34,2,2,11,103,3,36,100,3,0,81,108,,,,,,,,,-22,,11,0,0
13,34,2,3,1,30,3,2,0,30,0,118,52,,,,,,,,,7,30,2,1,0
13,34,2,3,2,53,3,3,50,3,0,118,52,,,,,,,,,7,30,2,1,0
14,34,2,3,1,103,3,4,100,3,0,130,157,,,,,,,,,-21,,7,0,0
14,34,2,3,2,107,3,7,105,2,0,130,157,,,,,,,,,-21,,7,0,0
14,34,2,3,3,111,3,8,107,4,0,130,157,,,,,,,,,-21,,7,0,0
14,34,2,3,4,123,3,9,111,12,0,130,157,,,,,,,,,-21,,7,0,0
14,34,2,3,5,133,3,15,130,3,0,130,157,,,,,,,,,-21,,7,0,0
14,34,2,3,6,136,3,16,133,3,0,130,157,,,,,,,,,-21,,7,0,0
14,34,2,3,7,139,3,19,138,1,0,130,157,,,,,,,,,-21,,7,0,0
15,34,2,5,1,20,3,2,0,20,1,90,104,,,,,,,,,-8,20,6,1,-8
15,34,2,5,2,64,3,4,40,24,1,90,104,,,,,,,,,-8,20,6,1,-8
15,34,2,5,3,80,3,8,71,9,1,90,104,,,,,,,,,-8,20,6,1,-8
15,34,2,5,4,88,3,9,80,8,1,90,104,,,,,,,,,-8,20,6,1,-8
15,34,2,5,5,95,3,11,88,7,1,90,104,,,,,,,,,-8,20,6,1,-8
15,34,2,5,6,98,3,13,95,3,1,90,104,,,,,,,,,-8,20,6,1,-8
16,34,2,4,1,65,3,3,61,4,0,74,60,,,,,,,,,-26,,1,0,0
17,34,2,5,1,10,3,2,0,10,0,93,55,,,,,,,,,3,10,1,1,0
18,34,2,1,1,65,3,4,60,5,0,103,100,,,,,,,,,0,,7,0,0
18,34,2,1,2,75,3,6,66,9,0,103,100,,,,,,,,,0,,7,0,0
18,34,2,1,3,85,3,8,80,5,0,103,100,,,,,,,,,0,,7,0,0
18,34,2,1,4,92,3,10,90,2,0,103,100,,,,,,,,,0,,7,0,0
18,34,2,1,5,97,3,11,92,5,0,103,100,,,,,,,,,0,,7,0,0
18,34,2,1,6,101,3,12,97,4,0,103,100,,,,,,,,,0,,7,0,0
18,34,2,1,7,103,3,14,101,2,0,103,100,,,,,,,,,0,,7,0,0
19,34,2,3,1,30,3,1,0,30,0,94,67,,,,,,,,,8,30,7,1,0
19,34,2,3,2,35,3,2,30,5,0,94,67,,,,,,,,,8,30,7,1,0
19,34,2,3,3,42,3,3,35,7,0,94,67,,,,,,,,,8,30,7,1,0
19,34,2,3,4,59,3,4,50,9,0,94,67,,,,,,,,,8,30,7,1,0
19,34,2,3,5,64,3,5,59,5,0,94,67,,,,,,,,,8,30,7,1,0
19,34,2,3,6,72,3,7,70,2,0,94,67,,,,,,,,,8,30,7,1,0
19,34,2,3,7,78,3,10,76,2,0,94,67,,,,,,,,,8,30,7,1,0
20,34,2,1,1,32,3,2,30,2,0,79,36,,,,,,,,,22,,3,0,0
20,34,2,1,2,36,3,3,32,4,0,79,36,,,,,,,,,22,,3,0,0
20,34,2,1,3,56,3,7,55,1,0,79,36,,,,,,,,,22,,3,0,0
21,34,1,1,1,25,3,2,0,25,0,105,108,,,,,,,,,-13,25,8,1,0
21,34,1,1,2,87,3,4,85,2,0,105,108,,,,,,,,,-13,25,8,1,0
21,34,1,1,3,90,3,5,87,3,0,105,108,,,,,,,,,-13,25,8,1,0
21,34,1,1,4,93,3,6,90,3,0,105,108,,,,,,,,,-13,25,8,1,0
21,34,1,1,5,101,3,8,100,1,0,105,108,,,,,,,,,-13,25,8,1,0
21,34,1,1,6,112,3,10,110,2,0,105,108,,,,,,,,,-13,25,8,1,0
21,34,1,1,7,115,3,12,114,1,0,105,108,,,,,,,,,-13,25,8,1,0
21,34,1,1,8,118,3,15,117,1,0,105,108,,,,,,,,,-13,25,8,1,0
22,34,2,1,1,5,3,2,0,5,0,124,119,,,,,,,,,10,5,6,1,0
22,34,2,1,2,105,3,4,102,3,0,124,119,,,,,,,,,10,5,6,1,0
22,34,2,1,3,108,3,5,105,3,0,124,119,,,,,,,,,10,5,6,1,0
22,34,2,1,4,112,3,7,110,2,0,124,119,,,,,,,,,10,5,6,1,0
22,34,2,1,5,113,3,8,112,1,0,124,119,,,,,,,,,10,5,6,1,0
22,34,2,1,6,114,3,9,113,1,0,124,119,,,,,,,,,10,5,6,1,0
23,34,2,3,1,20,3,2,0,20,0,106,70,,,,,,,,,-15,20,2,1,0
23,34,2,3,2,81,3,5,80,1,0,106,70,,,,,,,,,-15,20,2,1,0
24,34,1,3,1,10,3,2,0,10,0,96,120,,,,,,,,,-14,10,3,1,0
24,34,1,3,2,101,3,4,100,1,0,96,120,,,,,,,,,-14,10,3,1,0
24,34,1,3,3,110,3,6,105,5,0,96,120,,,,,,,,,-14,10,3,1,0
25,34,2,3,1,87,3,2,86,1,0,71,71,,,,,,,,,-25,,4,0,0
25,34,2,3,2,91,3,4,90,1,0,71,71,,,,,,,,,-25,,4,0,0
25,34,2,3,3,93,3,6,92,1,0,71,71,,,,,,,,,-25,,4,0,0
25,34,2,3,4,95,3,8,94,1,0,71,71,,,,,,,,,-25,,4,0,0
26,34,2,2,1,55,3,3,53,2,1,124,168,,,,,,,,,-1,,7,0,-1
26,34,2,2,2,90,3,5,86,4,1,124,168,,,,,,,,,-1,,7,0,-1
26,34,2,2,3,110,3,7,101,9,1,124,168,,,,,,,,,-1,,7,0,-1
26,34,2,2,4,112,3,8,110,2,1,124,168,,,,,,,,,-1,,7,0,-1
26,34,2,2,5,115,3,9,112,3,1,124,168,,,,,,,,,-1,,7,0,-1
26,34,2,2,6,122,3,12,121,1,1,124,168,,,,,,,,,-1,,7,0,-1
26,34,2,2,7,126,3,13,122,4,1,124,168,,,,,,,,,-1,,7,0,-1
27,34,2,5,1,10,3,2,0,10,1,101,107,,,,,,,,,34,10,3,1,34
27,34,2,5,2,60,3,4,50,10,1,101,107,,,,,,,,,34,10,3,1,34
27,34,2,5,3,75,3,5,60,15,1,101,107,,,,,,,,,34,10,3,1,34
28,34,2,1,1,50,3,2,0,50,0,94,97,,,,,,,,,-10,50,5,1,0
28,34,2,1,2,83,3,5,80,3,0,94,97,,,,,,,,,-10,50,5,1,0
28,34,2,1,3,89,3,8,88,1,0,94,97,,,,,,,,,-10,50,5,1,0
28,34,2,1,4,92,3,9,89,3,0,94,97,,,,,,,,,-10,50,5,1,0
28,34,2,1,5,101,3,12,100,1,0,94,97,,,,,,,,,-10,50,5,1,0
29,34,1,1,1,50,3,2,40,10,0,67,65,,,,,,,,,-11,,7,0,0
29,34,1,1,2,60,3,3,50,10,0,67,65,,,,,,,,,-11,,7,0,0
29,34,1,1,3,70,3,5,60,10,0,67,65,,,,,,,,,-11,,7,0,0
29,34,1,1,4,71,3,7,70,1,0,67,65,,,,,,,,,-11,,7,0,0
29,34,1,1,5,75,3,8,71,4,0,67,65,,,,,,,,,-11,,7,0,0
29,34,1,1,6,76,3,10,75,1,0,67,65,,,,,,,,,-11,,7,0,0
29,34,1,1,7,77,3,11,76,1,0,67,65,,,,,,,,,-11,,7,0,0
30,34,2,3,1,80,3,3,69,11,1,138,166,,,,,,,,,25,,8,0,25
30,34,2,3,2,92,3,7,91,1,1,138,166,,,,,,,,,25,,8,0,25
30,34,2,3,3,97,3,9,95,2,1,138,166,,,,,,,,,25,,8,0,25
30,34,2,3,4,105,3,11,100,5,1,138,166,,,,,,,,,25,,8,0,25
30,34,2,3,5,107,3,13,105,2,1,138,166,,,,,,,,,25,,8,0,25
30,34,2,3,6,110,3,15,107,3,1,138,166,,,,,,,,,25,,8,0,25
30,34,2,3,7,111,3,17,110,1,1,138,166,,,,,,,,,25,,8,0,25
30,34,2,3,8,115,3,20,113,2,1,138,166,,,,,,,,,25,,8,0,25
1,35,1,2,1,90,3,2,0,90,0,91,83,,,,,,,,,-18,90,3,1,0
1,35,1,2,2,102,3,4,100,2,0,91,83,,,,,,,,,-18,90,3,1,0
1,35,1,2,3,108,3,6,103,5,0,91,83,,,,,,,,,-18,90,3,1,0
2,35,1,3,1,30,3,4,22,8,0,74,59,,,,,,,,,-16,,4,0,0
2,35,1,3,2,44,3,7,40,4,0,74,59,,,,,,,,,-16,,4,0,0
2,35,1,3,3,60,3,9,55,5,0,74,59,,,,,,,,,-16,,4,0,0
2,35,1,3,4,77,3,12,70,7,0,74,59,,,,,,,,,-16,,4,0,0
3,35,2,3,1,20,3,1,0,20,0,66,66,,,,,,,,,-29,20,1,1,0
4,35,2,2,1,20,3,1,0,20,0,89,57,,,,,,,,,-12,20,1,1,0
5,35,2,1,1,40,3,4,20,20,0,70,126,,,,,,,,,-45,,12,0,0
5,35,2,1,2,66,3,6,50,16,0,70,126,,,,,,,,,-45,,12,0,0
5,35,2,1,3,70,3,7,66,4,0,70,126,,,,,,,,,-45,,12,0,0
5,35,2,1,4,77,3,8,70,7,0,70,126,,,,,,,,,-45,,12,0,0
5,35,2,1,5,78,3,9,77,1,0,70,126,,,,,,,,,-45,,12,0,0
5,35,2,1,6,80,3,10,78,2,0,70,126,,,,,,,,,-45,,12,0,0
5,35,2,1,7,90,3,12,85,5,0,70,126,,,,,,,,,-45,,12,0,0
5,35,2,1,8,92,3,14,90,2,0,70,126,,,,,,,,,-45,,12,0,0
5,35,2,1,9,94,3,15,92,2,0,70,126,,,,,,,,,-45,,12,0,0
5,35,2,1,10,102,3,18,100,2,0,70,126,,,,,,,,,-45,,12,0,0
5,35,2,1,11,104,3,19,102,2,0,70,126,,,,,,,,,-45,,12,0,0
5,35,2,1,12,110,3,20,104,6,0,70,126,,,,,,,,,-45,,12,0,0
6,35,1,1,1,20,3,2,0,20,0,130,83,,,,,,,,,14,20,4,1,0
6,35,1,1,2,80,3,5,77,3,0,130,83,,,,,,,,,14,20,4,1,0
6,35,1,1,3,84,3,6,80,4,0,130,83,,,,,,,,,14,20,4,1,0
6,35,1,1,4,88,3,7,85,3,0,130,83,,,,,,,,,14,20,4,1,0
7,35,1,1,1,60,3,4,51,9,0,129,104,,,,,,,,,8,,6,0,0
7,35,1,1,2,77,3,8,70,7,0,129,104,,,,,,,,,8,,6,0,0
7,35,1,1,3,82,3,10,80,2,0,129,104,,,,,,,,,8,,6,0,0
7,35,1,1,4,84,3,11,82,2,0,129,104,,,,,,,,,8,,6,0,0
7,35,1,1,5,94,3,13,90,4,0,129,104,,,,,,,,,8,,6,0,0
7,35,1,1,6,96,3,14,94,2,0,129,104,,,,,,,,,8,,6,0,0
8,35,1,2,1,142,3,15,141,1,0,139,163,,,,,,,,,-23,,3,0,0
8,35,1,2,2,158,3,20,155,3,0,139,163,,,,,,,,,-23,,3,0,0
8,35,1,2,3,162,3,23,160,2,0,139,163,,,,,,,,,-23,,3,0,0
9,35,1,3,1,80,3,10,65,15,0,119,109,,,,,,,,,37,,1,0,0
10,35,1,4,1,50,3,1,0,50,0,91,47,,,,,,,,,1,50,1,1,0
11,35,2,5,1,80,3,7,75,5,0,115,94,,,,,,,,,27,,3,0,0
11,35,2,5,2,85,3,10,83,2,0,115,94,,,,,,,,,27,,3,0,0
11,35,2,5,3,88,3,12,85,3,0,115,94,,,,,,,,,27,,3,0,0
12,35,1,1,1,102,3,3,100,2,0,98,102,,,,,,,,,-22,,2,0,0
12,35,1,1,2,106,3,5,105,1,0,98,102,,,,,,,,,-22,,2,0,0
13,35,1,4,1,60,3,4,55,5,1,91,108,,,,,,,,,1,,12,0,1
13,35,1,4,2,64,3,5,60,4,1,91,108,,,,,,,,,1,,12,0,1
13,35,1,4,3,68,3,6,64,4,1,91,108,,,,,,,,,1,,12,0,1
13,35,1,4,4,70,3,7,68,2,1,91,108,,,,,,,,,1,,12,0,1
13,35,1,4,5,74,3,8,70,4,1,91,108,,,,,,,,,1,,12,0,1
13,35,1,4,6,77,3,9,74,3,1,91,108,,,,,,,,,1,,12,0,1
13,35,1,4,7,80,3,10,77,3,1,91,108,,,,,,,,,1,,12,0,1
13,35,1,4,8,84,3,11,80,4,1,91,108,,,,,,,,,1,,12,0,1
13,35,1,4,9,86,3,13,84,2,1,91,108,,,,,,,,,1,,12,0,1
13,35,1,4,10,88,3,15,86,2,1,91,108,,,,,,,,,1,,12,0,1
13,35,1,4,11,90,3,16,88,2,1,91,108,,,,,,,,,1,,12,0,1
13,35,1,4,12,92,3,17,90,2,1,91,108,,,,,,,,,1,,12,0,1
14,35,1,3,1,20,3,1,0,20,0,102,70,,,,,,,,,-13,20,1,1,0
15,35,1,2,1,77,3,4,72,5,0,86,99,,,,,,,,,-6,,7,0,0
15,35,1,2,2,80,3,5,77,3,0,86,99,,,,,,,,,-6,,7,0,0
15,35,1,2,3,84,3,6,80,4,0,86,99,,,,,,,,,-6,,7,0,0
15,35,1,2,4,86,3,7,84,2,0,86,99,,,,,,,,,-6,,7,0,0
15,35,1,2,5,88,3,8,86,2,0,86,99,,,,,,,,,-6,,7,0,0
15,35,1,2,6,90,3,9,88,2,0,86,99,,,,,,,,,-6,,7,0,0
15,35,1,2,7,92,3,10,90,2,0,86,99,,,,,,,,,-6,,7,0,0
16,35,1,2,1,60,3,3,55,5,0,91,90,,,,,,,,,-7,,4,0,0
16,35,1,2,2,66,3,4,60,6,0,91,90,,,,,,,,,-7,,4,0,0
16,35,1,2,3,68,3,5,66,2,0,91,90,,,,,,,,,-7,,4,0,0
16,35,1,2,4,98,3,8,95,3,0,91,90,,,,,,,,,-7,,4,0,0
17,35,1,4,1,104,3,4,101,3,0,104,100,,,,,,,,,-16,,3,0,0
17,35,1,4,2,106,3,5,104,2,0,104,100,,,,,,,,,-16,,3,0,0
17,35,1,4,3,112,3,7,110,2,0,104,100,,,,,,,,,-16,,3,0,0
18,35,2,2,1,60,3,3,40,20,1,103,123,,,,,,,,,0,,5,0,0
18,35,2,2,2,80,3,7,75,5,1,103,123,,,,,,,,,0,,5,0,0
18,35,2,2,3,90,3,9,85,5,1,103,123,,,,,,,,,0,,5,0,0
18,35,2,2,4,96,3,11,92,4,1,103,123,,,,,,,,,0,,5,0,0
18,35,2,2,5,110,3,13,100,10,1,103,123,,,,,,,,,0,,5,0,0
19,35,1,1,1,70,3,4,51,19,1,98,124,,,,,,,,,36,,1,0,36
20,35,2,5,1,50,3,4,36,14,1,79,98,,,,,,,,,22,,2,0,22
20,35,2,5,2,60,3,6,50,10,1,79,98,,,,,,,,,22,,2,0,22
22,35,1,1,1,60,3,1,0,60,0,167,141,,,,,,,,,32,60,4,1,0
22,35,1,1,2,110,3,4,100,10,0,167,141,,,,,,,,,32,60,4,1,0
22,35,1,1,3,114,3,6,110,4,0,167,141,,,,,,,,,32,60,4,1,0
22,35,1,1,4,133,3,11,130,3,0,167,141,,,,,,,,,32,60,4,1,0
23,35,2,2,1,80,3,4,75,5,1,106,145,,,,,,,,,-15,,4,0,-15
23,35,2,2,2,100,3,6,81,19,1,106,145,,,,,,,,,-15,,4,0,-15
23,35,2,2,3,120,3,8,104,16,1,106,145,,,,,,,,,-15,,4,0,-15
23,35,2,2,4,122,3,11,120,2,1,106,145,,,,,,,,,-15,,4,0,-15
24,35,2,4,1,60,3,2,50,10,0,84,105,,,,,,,,,-34,,4,0,0
24,35,2,4,2,105,3,5,102,3,0,84,105,,,,,,,,,-34,,4,0,0
24,35,2,4,3,114,3,8,111,3,0,84,105,,,,,,,,,-34,,4,0,0
24,35,2,4,4,118,3,10,115,3,0,84,105,,,,,,,,,-34,,4,0,0
25,35,2,2,1,90,3,3,87,3,0,71,50,,,,,,,,,-25,,4,0,0
25,35,2,2,2,92,3,5,91,1,0,71,50,,,,,,,,,-25,,4,0,0
25,35,2,2,3,94,3,7,93,1,0,71,50,,,,,,,,,-25,,4,0,0
25,35,2,2,4,96,3,9,95,1,0,71,50,,,,,,,,,-25,,4,0,0
28,35,2,2,1,88,3,7,86,2,0,94,72,,,,,,,,,-10,,3,0,0
28,35,2,2,2,100,3,11,92,8,0,94,72,,,,,,,,,-10,,3,0,0
28,35,2,2,3,104,3,13,100,4,0,94,72,,,,,,,,,-10,,3,0,0
29,35,1,3,1,78,3,9,75,3,0,67,63,,,,,,,,,-11,,1,0,0
30,35,1,3,1,80,3,4,66,14,0,119,80,,,,,,,,,18,,2,0,0
30,35,1,3,2,92,3,8,90,2,0,119,80,,,,,,,,,18,,2,0,0
1,36,1,5,1,30,3,2,0,30,0,91,69,,,,,,,,,-18,30,1,1,0
2,36,1,1,1,12,3,1,0,12,0,74,76,,,,,,,,,-16,12,1,1,0
3,36,1,4,1,20,3,1,0,20,0,131,102,,,,,,,,,8,20,2,1,0
3,36,1,4,2,56,3,7,55,1,0,131,102,,,,,,,,,8,20,2,1,0
4,36,2,3,1,10,3,1,0,10,0,89,49,,,,,,,,,-12,10,1,1,0
5,36,1,1,1,20,3,1,0,20,0,88,89,,,,,,,,,-32,20,1,1,0
6,36,2,4,1,50,3,1,0,50,0,137,146,,,,,,,,,12,50,5,1,0
6,36,2,4,2,71,3,6,70,1,0,137,146,,,,,,,,,12,50,5,1,0
6,36,2,4,3,110,3,21,101,9,0,137,146,,,,,,,,,12,50,5,1,0
6,36,2,4,4,120,3,27,119,1,0,137,146,,,,,,,,,12,50,5,1,0
6,36,2,4,5,125,3,32,123,2,0,137,146,,,,,,,,,12,50,5,1,0
7,36,1,2,1,50,3,1,0,50,0,129,118,,,,,,,,,8,50,3,1,0
7,36,1,2,2,61,3,5,60,1,0,129,118,,,,,,,,,8,50,3,1,0
7,36,1,2,3,106,3,16,105,1,0,129,118,,,,,,,,,8,50,3,1,0
8,36,1,1,1,50,3,2,0,50,0,139,196,,,,,,,,,-23,50,10,1,0
8,36,1,1,2,100,3,5,84,16,0,139,196,,,,,,,,,-23,50,10,1,0
8,36,1,1,3,120,3,6,100,20,0,139,196,,,,,,,,,-23,50,10,1,0
8,36,1,1,4,130,3,8,120,10,0,139,196,,,,,,,,,-23,50,10,1,0
8,36,1,1,5,140,3,10,135,5,0,139,196,,,,,,,,,-23,50,10,1,0
8,36,1,1,6,150,3,17,143,7,0,139,196,,,,,,,,,-23,50,10,1,0
8,36,1,1,7,155,3,19,152,3,0,139,196,,,,,,,,,-23,50,10,1,0
8,36,1,1,8,158,3,21,155,3,0,139,196,,,,,,,,,-23,50,10,1,0
8,36,1,1,9,160,3,22,158,2,0,139,196,,,,,,,,,-23,50,10,1,0
8,36,1,1,10,162,3,24,161,1,0,139,196,,,,,,,,,-23,50,10,1,0
9,36,2,2,1,100,3,1,0,100,0,133,195,,,,,,,,,1,100,4,1,0
9,36,2,2,2,120,3,3,100,20,0,133,195,,,,,,,,,1,100,4,1,0
9,36,2,2,3,131,3,8,121,10,0,133,195,,,,,,,,,1,100,4,1,0
9,36,2,2,4,132,3,10,131,1,0,133,195,,,,,,,,,1,100,4,1,0
10,36,2,3,1,10,3,1,0,10,0,56,55,,,,,,,,,5,10,2,1,0
10,36,2,3,2,51,3,3,50,1,0,56,55,,,,,,,,,5,10,2,1,0
11,36,2,3,1,22,3,1,0,22,0,115,70,,,,,,,,,27,22,1,1,0
12,36,2,3,1,10,3,1,0,10,0,81,48,,,,,,,,,-22,10,1,1,0
13,36,2,4,1,50,3,1,0,50,1,118,142,,,,,,,,,7,50,4,1,7
13,36,2,4,2,101,3,6,100,1,1,118,142,,,,,,,,,7,50,4,1,7
13,36,2,4,3,111,3,9,110,1,1,118,142,,,,,,,,,7,50,4,1,7
13,36,2,4,4,113,3,10,111,2,1,118,142,,,,,,,,,7,50,4,1,7
14,36,2,2,1,100,3,1,0,100,0,130,171,,,,,,,,,-21,100,8,1,0
14,36,2,2,2,111,3,5,100,11,0,130,171,,,,,,,,,-21,100,8,1,0
14,36,2,2,3,116,3,11,115,1,0,130,171,,,,,,,,,-21,100,8,1,0
14,36,2,2,4,138,3,17,135,3,0,130,171,,,,,,,,,-21,100,8,1,0
14,36,2,2,5,140,3,20,139,1,0,130,171,,,,,,,,,-21,100,8,1,0
14,36,2,2,6,143,3,21,140,3,0,130,171,,,,,,,,,-21,100,8,1,0
14,36,2,2,7,146,3,23,144,2,0,130,171,,,,,,,,,-21,100,8,1,0
14,36,2,2,8,151,3,29,149,2,0,130,171,,,,,,,,,-21,100,8,1,0
15,36,1,4,1,20,3,1,0,20,0,86,87,,,,,,,,,-6,20,1,1,0
16,36,2,3,1,61,3,1,0,61,0,74,130,,,,,,,,,-26,61,2,1,0
16,36,2,3,2,91,3,8,90,1,0,74,130,,,,,,,,,-26,61,2,1,0
24,36,2,5,1,111,3,6,105,6,0,84,144,,,,,,,,,-34,,2,0,0
24,36,2,5,2,115,3,9,114,1,0,84,144,,,,,,,,,-34,,2,0,0
26,36,1,1,1,71,3,6,70,1,0,58,90,,,,,,,,,-22,,1,0,0
27,36,1,5,1,83,3,7,82,1,0,90,118,,,,,,,,,-5,,3,0,0
27,36,1,5,2,87,3,10,86,1,0,90,118,,,,,,,,,-5,,3,0,0
27,36,1,5,3,95,3,15,94,1,0,90,118,,,,,,,,,-5,,3,0,0
28,36,1,2,1,30,3,3,21,9,0,105,79,,,,,,,,,14,,2,0,0
28,36,1,2,2,71,3,8,70,1,0,105,79,,,,,,,,,14,,2,0,0
29,36,1,4,1,50,3,1,0,50,0,67,91,,,,,,,,,-11,50,1,1,0
30,36,1,2,1,66,3,1,0,66,0,119,125,,,,,,,,,18,66,5,1,0
30,36,1,2,2,88,3,5,80,8,0,119,125,,,,,,,,,18,66,5,1,0
30,36,1,2,3,93,3,9,92,1,0,119,125,,,,,,,,,18,66,5,1,0
30,36,1,2,4,99,3,12,97,2,0,119,125,,,,,,,,,18,66,5,1,0
30,36,1,2,5,101,3,14,100,1,0,119,125,,,,,,,,,18,66,5,1,0
1,37,1,3,1,125,3,1,0,125,1,91,131,,,,,,,,,-18,125,1,1,-18
2,37,2,5,1,145,3,1,0,145,1,118,192,,,,,,,,,-27,145,1,1,-27
4,37,2,4,1,113,3,3,20,93,1,89,113,,,,,,,,,-12,,1,0,-12
5,37,1,4,1,5,3,1,0,5,0,88,149,,,,,,,,,-32,5,6,1,0
5,37,1,4,2,10,3,2,5,5,0,88,149,,,,,,,,,-32,5,6,1,0
5,37,1,4,3,25,3,4,13,12,0,88,149,,,,,,,,,-32,5,6,1,0
5,37,1,4,4,101,3,11,100,1,0,88,149,,,,,,,,,-32,5,6,1,0
5,37,1,4,5,105,3,13,101,4,0,88,149,,,,,,,,,-32,5,6,1,0
5,37,1,4,6,120,3,14,105,15,0,88,149,,,,,,,,,-32,5,6,1,0
6,37,2,1,1,5,3,1,0,5,1,137,128,,,,,,,,,12,5,14,1,12
6,37,2,1,2,45,3,2,40,5,1,137,128,,,,,,,,,12,5,14,1,12
6,37,2,1,3,72,3,7,71,1,1,137,128,,,,,,,,,12,5,14,1,12
6,37,2,1,4,80,3,10,79,1,1,137,128,,,,,,,,,12,5,14,1,12
6,37,2,1,5,85,3,13,83,2,1,137,128,,,,,,,,,12,5,14,1,12
6,37,2,1,6,92,3,17,90,2,1,137,128,,,,,,,,,12,5,14,1,12
6,37,2,1,7,114,3,23,113,1,1,137,128,,,,,,,,,12,5,14,1,12
6,37,2,1,8,115,3,24,114,1,1,137,128,,,,,,,,,12,5,14,1,12
6,37,2,1,9,117,3,25,115,2,1,137,128,,,,,,,,,12,5,14,1,12
6,37,2,1,10,119,3,26,117,2,1,137,128,,,,,,,,,12,5,14,1,12
6,37,2,1,11,121,3,28,120,1,1,137,128,,,,,,,,,12,5,14,1,12
6,37,2,1,12,122,3,30,121,1,1,137,128,,,,,,,,,12,5,14,1,12
6,37,2,1,13,123,3,31,122,1,1,137,128,,,,,,,,,12,5,14,1,12
6,37,2,1,14,126,3,33,125,1,1,137,128,,,,,,,,,12,5,14,1,12
7,37,2,3,1,45,3,1,0,45,1,89,119,,,,,,,,,-26,45,8,1,-26
7,37,2,3,2,106,3,15,105,1,1,89,119,,,,,,,,,-26,45,8,1,-26
7,37,2,3,3,108,3,17,106,2,1,89,119,,,,,,,,,-26,45,8,1,-26
7,37,2,3,4,109,3,19,108,1,1,89,119,,,,,,,,,-26,45,8,1,-26
7,37,2,3,5,111,3,20,109,2,1,89,119,,,,,,,,,-26,45,8,1,-26
7,37,2,3,6,112,3,23,111,1,1,89,119,,,,,,,,,-26,45,8,1,-26
7,37,2,3,7,114,3,24,112,2,1,89,119,,,,,,,,,-26,45,8,1,-26
7,37,2,3,8,116,3,26,114,2,1,89,119,,,,,,,,,-26,45,8,1,-26
8,37,1,3,1,20,3,1,0,20,0,139,130,,,,,,,,,-23,20,6,1,0
8,37,1,3,2,135,3,9,130,5,0,139,130,,,,,,,,,-23,20,6,1,0
8,37,1,3,3,141,3,13,140,1,0,139,130,,,,,,,,,-23,20,6,1,0
8,37,1,3,4,143,3,16,142,1,0,139,130,,,,,,,,,-23,20,6,1,0
8,37,1,3,5,144,3,17,143,1,0,139,130,,,,,,,,,-23,20,6,1,0
8,37,1,3,6,152,3,18,150,2,0,139,130,,,,,,,,,-23,20,6,1,0
9,37,1,4,1,5,3,2,0,5,0,119,49,,,,,,,,,37,5,5,1,0
9,37,1,4,2,15,3,3,5,10,0,119,49,,,,,,,,,37,5,5,1,0
9,37,1,4,3,35,3,7,30,5,0,119,49,,,,,,,,,37,5,5,1,0
9,37,1,4,4,81,3,16,80,1,0,119,49,,,,,,,,,37,5,5,1,0
9,37,1,4,5,82,3,17,81,1,0,119,49,,,,,,,,,37,5,5,1,0
11,37,1,1,1,96,3,7,95,1,1,97,125,,,,,,,,,-13,,5,0,-13
11,37,1,1,2,105,3,12,103,2,1,97,125,,,,,,,,,-13,,5,0,-13
