period,subject,triangle,chooseup,numchooseupcircle,numchooseuptri,profit,partnerout,partnerin,allocateincoin0,allocateincoin1,allocateincoin2,sumcoinsallocatedin,totalprofit,normtriup,normadults,gameunequal,n_period,n_subjects,kindergarten,female,S_ID,I_ID
12,4,0,1,54,8,1,9,,,,,,11,0,1,0,13,10,1,0,24,2404
5,1,0,0,2,23,1,8,,,,,,5,1,0,0,13,10,0,0,86,1.40e+09
13,4,0,,40,30,4,7,3,0,1,0,1,10,0,1,1,13,10,0,1,22,2204
2,0,0,0,2,5,1,6,,,,,,2,1,0,0,13,10,1,1,33,3300
5,3,0,1,21,6,1,7,,,,,,4,0,0,0,13,10,0,0,49,4903
2,0,0,1,5,5,2,6,,,,,,2,0,1,1,13,10,0,0,9,900
5,3,0,0,11,15,1,6,,,,,,3,1,1,0,13,10,0,0,32,3203
3,4,0,1,7,8,0,5,,,,,,2,1,1,0,13,10,1,1,19,1904
2,2,0,0,6,6,1,7,,,,,,1,0,1,1,13,10,0,1,22,2202
2,0,0,1,6,2,1,4,,,,,,1,0,0,0,13,8,1,1,21,2100
5,4,0,1,14,17,2,6,,,,,,4,1,1,1,13,10,0,1,4,404
2,0,0,1,8,3,1,7,,,,,,2,0,0,0,13,10,0,0,49,4900
11,2,0,1,51,2,1,5,,,,,,10,0,1,0,13,10,0,1,15,1502
2,1,0,0,2,9,1,9,,,,,,2,1,0,0,13,10,0,0,86,1.40e+09
8,4,0,1,35,6,1,7,,,,,,7,0,1,0,13,10,1,0,24,2404
10,1,0,1,32,28,0,9,,,,,,10,1,0,1,13,10,0,1,94,6.01e+08
13,4,0,,42,27,3,8,1,1,1,1,3,9,0,0,0,13,10,1,0,41,4104
5,1,0,1,10,14,1,5,,,,,,3,1,0,0,13,10,1,0,43,4301
3,0,0,1,9,3,1,5,,,,,,2,0,0,0,13,8,1,1,21,2100
7,1,0,0,21,18,1,6,,,,,,4,0,1,1,13,10,0,0,22,2201
13,4,0,,54,8,3,9,2,0,0,0,0,14,0,1,0,13,10,1,0,24,2404
10,4,0,1,36,24,2,6,,,,,,10,1,1,1,13,10,1,0,48,4804
4,3,0,1,14,10,2,5,,,,,,4,1,1,1,13,10,1,1,48,4803
1,4,0,1,4,3,0,9,,,,,,0,0,0,1,13,10,1,1,40,4004
3,0,0,0,9,8,1,5,,,,,,4,1,0,1,13,10,0,1,94,6.00e+08
13,3,0,,39,34,3,9,4,1,0,1,2,13,1,0,1,13,10,0,1,94,6.03e+08
3,2,0,1,10,10,0,8,,,,,,0,1,1,0,13,10,1,1,45,4502
1,2,0,1,4,0,1,5,,,,,,1,0,1,0,13,10,0,1,42,4202
5,3,0,1,10,14,0,8,,,,,,3,1,0,0,13,10,1,0,43,4303
7,2,0,1,16,20,0,9,,,,,,2,1,0,1,13,10,1,1,46,4602
2,4,0,0,6,7,0,8,,,,,,0,1,0,1,13,10,0,0,36,3604
6,1,0,1,17,13,2,5,,,,,,4,1,1,1,13,10,1,1,26,2601
11,2,0,1,36,32,0,5,,,,,,7,1,0,1,13,10,0,1,94,6.02e+08
11,2,0,1,48,13,1,8,,,,,,9,0,0,0,13,10,0,1,49,4902
1,2,0,0,0,3,0,5,,,,,,0,1,0,0,13,10,1,1,33,3302
8,4,0,0,17,22,1,6,,,,,,3,1,1,0,13,10,0,0,32,3204
1,2,0,0,3,5,1,5,,,,,,1,1,1,1,13,10,1,1,26,2602
3,0,0,1,8,8,2,7,,,,,,5,1,0,1,13,10,0,1,36,3600
3,2,0,0,8,8,0,7,,,,,,3,1,1,1,13,10,1,1,26,2602
3,3,0,1,11,2,1,7,,,,,,3,0,1,0,13,10,0,1,42,4203
10,3,0,0,35,32,1,7,,,,,,7,0,0,1,13,10,1,1,40,4003
8,3,0,0,3,37,1,8,,,,,,8,1,1,0,13,10,0,0,30,3003
5,2,0,0,18,14,1,8,,,,,,6,0,0,1,13,10,0,1,90,1.00e+09
8,3,0,0,14,17,0,7,,,,,,3,1,0,0,13,8,1,0,85,1.50e+09
5,1,0,1,15,16,2,5,,,,,,4,1,1,1,13,10,0,1,8,801
1,4,0,1,4,2,2,8,,,,,,2,1,1,1,13,10,1,0,48,4804
11,4,0,1,36,32,0,9,,,,,,6,1,0,1,13,10,0,1,94,6.04e+08
1,2,0,1,4,2,1,6,,,,,,1,0,1,0,13,10,1,1,10,1002
6,3,0,1,26,2,1,8,,,,,,4,0,1,0,13,10,0,0,15,1503
4,2,0,1,17,4,1,7,,,,,,3,0,1,0,13,10,1,1,24,2402
5,1,0,1,13,5,1,4,,,,,,2,0,0,0,13,8,1,0,21,2101
11,4,0,0,24,31,1,5,,,,,,7,1,0,0,13,10,1,0,43,4304
2,1,0,0,5,7,1,8,,,,,,2,1,0,0,13,10,0,1,47,4701
3,0,0,0,6,10,1,5,,,,,,3,1,0,0,13,10,1,1,43,4300
2,2,0,0,0,7,1,9,,,,,,1,1,1,0,13,10,0,0,30,3002
8,1,0,0,30,15,0,8,,,,,,6,0,0,0,13,10,1,1,41,4101
10,2,0,0,23,27,1,5,,,,,,6,1,0,0,13,10,1,1,43,4302
1,4,0,1,4,4,2,6,,,,,,2,0,0,1,13,10,1,1,44,4404
5,3,0,1,10,15,0,9,,,,,,4,1,0,1,13,10,1,1,46,4603
10,3,0,0,28,33,1,6,,,,,,9,1,1,1,13,10,0,0,4,403
4,1,0,0,2,18,1,9,,,,,,4,1,0,0,13,10,0,0,86,1.40e+09
3,4,0,0,5,9,0,7,,,,,,0,1,1,0,13,10,0,0,32,3204
3,0,0,1,10,10,0,7,,,,,,0,1,1,0,13,10,1,1,45,4500
9,2,0,1,23,28,0,6,,,,,,2,1,0,1,13,10,1,1,46,4602
12,1,0,1,58,13,2,8,,,,,,20,0,0,1,13,10,0,1,39,3901
3,0,0,0,1,12,1,8,,,,,,2,1,1,0,13,10,0,1,30,3000
3,0,0,1,13,6,0,5,,,,,,4,0,0,1,13,10,0,0,39,3900
3,0,0,0,7,9,1,9,,,,,,4,0,1,1,13,10,1,0,20,2000
5,1,0,1,2,22,0,5,,,,,,2,1,1,0,13,10,0,1,30,3001
8,1,0,0,2,38,1,7,,,,,,8,1,0,0,13,10,0,0,86,1.40e+09
8,3,0,0,17,29,0,6,,,,,,5,1,0,0,13,10,0,0,47,4703
9,2,0,1,27,19,2,5,,,,,,9,1,1,1,13,10,1,1,26,2602
2,1,0,0,2,5,0,9,,,,,,0,1,0,0,13,10,1,0,33,3301
12,3,0,0,25,33,0,9,,,,,,8,1,0,0,13,10,1,0,43,4303
1,4,0,0,2,3,0,8,,,,,,0,1,1,1,13,10,0,0,8,804
3,0,0,1,12,10,2,6,,,,,,6,0,0,1,13,10,1,1,40,4000
5,3,0,0,15,12,1,9,,,,,,7,0,0,1,13,10,1,0,44,4403
11,3,0,0,33,22,1,5,,,,,,6,0,0,1,13,10,1,1,25,2503
6,1,0,0,17,18,1,8,,,,,,3,0,1,1,13,10,0,1,9,901
11,4,0,0,29,36,1,7,,,,,,7,0,1,1,13,10,1,1,20,2004
3,0,0,1,8,7,0,6,,,,,,2,0,1,1,13,10,0,0,9,900
3,0,0,1,5,9,0,5,,,,,,1,1,1,0,13,10,0,0,32,3200
11,2,0,0,33,27,0,5,,,,,,7,1,0,1,13,10,1,1,92,8.02e+08
6,4,0,1,26,4,1,7,,,,,,5,0,1,0,13,10,1,0,24,2404
12,2,0,0,19,26,0,5,,,,,,2,1,0,0,13,8,1,1,85,1.50e+09
3,0,0,0,8,8,1,7,,,,,,1,1,1,1,13,10,0,0,8,800
2,3,0,1,9,2,1,8,,,,,,2,0,1,0,13,10,0,1,42,4203
2,4,0,1,10,4,0,7,,,,,,0,0,0,1,13,10,0,1,39,3904
11,2,0,1,16,38,0,9,,,,,,6,1,0,0,13,10,1,1,33,3302
5,2,0,1,23,9,0,5,,,,,,0,0,0,1,13,10,0,0,39,3902
13,1,0,,30,34,2,6,0,0,0,0,0,7,1,0,1,13,10,1,1,46,4601
10,2,0,0,20,34,0,8,,,,,,6,1,0,0,13,10,0,1,47,4702
3,1,0,0,7,8,1,5,,,,,,2,1,0,1,13,10,1,0,92,8.01e+08
3,0,0,0,8,8,1,6,,,,,,1,0,1,0,13,10,1,0,10,1000
3,0,0,1,11,2,1,6,,,,,,3,0,1,0,13,10,0,0,15,1500
2,2,0,1,8,5,1,9,,,,,,2,0,0,0,13,10,1,1,41,4102
3,2,0,0,9,7,1,7,,,,,,1,0,0,1,13,10,1,0,44,4402
4,3,0,1,17,4,1,9,,,,,,4,0,1,0,13,10,1,1,24,2403
13,3,0,,33,38,2,8,1,0,1,1,2,10,1,1,0,13,10,1,1,45,4503
5,1,0,0,9,15,1,9,,,,,,4,1,1,0,13,10,1,0,19,1901
6,1,0,1,26,2,1,5,,,,,,6,0,1,0,13,10,0,1,42,4201
9,2,0,0,13,28,0,8,,,,,,4,1,1,0,13,10,1,0,19,1902
1,3,0,1,4,2,2,6,,,,,,2,1,1,1,13,10,1,1,48,4803
9,1,0,1,25,28,2,5,,,,,,8,0,1,1,13,10,0,1,9,901
2,1,0,1,6,6,0,6,,,,,,0,0,1,1,13,10,1,0,20,2001
9,2,0,1,41,2,1,6,,,,,,8,0,1,0,13,10,0,1,15,1502
5,2,0,0,13,5,1,6,,,,,,3,0,0,0,13,8,1,1,21,2102
5,2,0,1,15,10,2,5,,,,,,6,0,0,1,13,10,1,1,25,2502
6,2,0,1,19,20,1,8,,,,,,2,1,1,0,13,10,1,1,45,4502
7,4,0,1,19,23,0,6,,,,,,4,0,1,1,13,10,1,1,20,2004
8,3,0,1,26,21,2,9,,,,,,9,0,1,1,13,10,0,0,22,2203
3,0,0,1,10,9,0,6,,,,,,0,0,1,1,13,10,0,0,22,2200
6,1,0,0,10,13,0,7,,,,,,2,1,0,0,13,8,1,0,85,1.50e+09
2,3,0,0,2,9,0,5,,,,,,1,1,0,0,13,10,0,0,86,1.40e+09
4,4,0,1,13,12,0,9,,,,,,0,1,0,1,13,10,0,0,36,3604
1,2,0,0,4,0,0,6,,,,,,0,0,1,0,13,10,1,1,24,2402
3,0,0,0,8,8,1,5,,,,,,3,1,1,1,13,10,1,1,26,2600
8,4,0,0,29,24,0,7,,,,,,3,0,0,1,13,10,0,1,90,1.00e+09
5,3,0,1,16,13,2,7,,,,,,6,0,1,1,13,10,0,0,22,2203
9,4,0,0,24,30,0,7,,,,,,3,1,0,1,13,10,0,0,36,3604
2,1,0,1,5,8,0,9,,,,,,0,1,1,1,13,10,0,0,4,401
13,3,0,,3,57,2,9,2,1,1,0,2,14,1,1,0,13,10,0,0,30,3003
5,4,0,0,16,11,0,8,,,,,,4,1,1,1,13,10,1,0,48,4804
5,1,0,1,21,2,1,6,,,,,,5,0,1,0,13,10,0,0,15,1501
4,1,0,0,1,17,1,8,,,,,,2,1,1,0,13,10,0,1,30,3001
9,2,0,0,13,30,1,7,,,,,,5,1,0,0,13,10,1,1,33,3302
6,1,0,0,23,13,1,8,,,,,,5,0,0,0,13,10,1,1,41,4101
6,3,0,1,17,18,0,6,,,,,,8,0,1,1,13,10,0,0,9,903
7,4,0,1,22,25,0,6,,,,,,6,1,1,1,13,10,0,1,4,404
3,0,0,0,7,8,0,6,,,,,,0,1,0,1,13,10,1,0,92,8.00e+08
7,1,0,0,21,22,1,5,,,,,,5,1,1,0,13,10,1,1,45,4501
12,1,0,1,39,34,2,6,,,,,,12,1,0,1,13,10,0,1,94,6.01e+08
9,3,0,1,27,26,0,5,,,,,,8,0,0,1,13,10,1,0,44,4403
7,1,0,1,30,5,0,6,,,,,,6,0,1,0,13,10,1,1,24,2401
5,3,0,1,16,15,0,6,,,,,,0,1,0,1,13,10,0,0,36,3603
1,1,0,1,3,5,0,9,,,,,,0,1,1,1,13,10,1,1,26,2601
12,3,0,1,56,2,1,7,,,,,,10,0,1,0,13,10,0,0,15,1503
13,2,0,,34,37,2,8,1,1,1,0,2,12,0,0,1,13,10,1,0,44,4402
3,2,0,0,11,9,1,7,,,,,,3,0,0,1,13,10,0,1,90,1.00e+09
10,4,0,0,2,48,1,9,,,,,,10,1,0,0,13,10,0,1,86,1.40e+09
3,0,0,1,3,8,2,8,,,,,,3,1,0,1,13,10,1,0,46,4600
3,0,0,0,7,8,0,6,,,,,,1,1,1,0,13,10,1,1,19,1900
9,1,0,1,34,19,1,9,,,,,,7,0,0,0,13,10,1,1,41,4101
3,0,0,1,9,7,2,9,,,,,,5,0,0,1,13,10,1,1,25,2500
6,2,0,1,26,4,1,6,,,,,,5,0,1,0,13,10,1,1,24,2402
13,2,0,,33,38,3,5,4,0,1,1,2,15,0,1,1,13,10,0,0,9,902
13,0,0,,40,39,3,6,4,1,0,0,1,11,1,1,1,13,10,0,0,8,800
8,3,0,1,24,21,0,7,,,,,,6,1,0,1,13,10,0,1,94,6.03e+08
7,4,0,1,28,15,0,5,,,,,,5,0,0,0,13,10,1,0,41,4104
3,0,0,0,11,6,1,5,,,,,,2,0,0,0,13,10,1,1,41,4100
12,1,0,0,34,39,1,7,,,,,,5,1,1,1,13,10,0,0,4,401
7,4,0,0,21,22,1,9,,,,,,1,1,1,0,13,10,1,1,45,4504
3,0,0,1,12,3,1,5,,,,,,2,0,1,0,13,10,1,1,24,2400
9,2,0,1,43,12,2,5,,,,,,8,0,0,1,13,10,0,0,39,3902
3,0,0,0,9,7,1,8,,,,,,3,0,0,1,13,10,1,1,44,4400
5,4,0,0,13,10,0,5,,,,,,1,0,1,0,13,10,1,0,10,1004
6,2,0,1,27,9,0,8,,,,,,3,0,0,0,13,10,0,0,89,1.10e+09
8,3,0,1,29,24,0,6,,,,,,10,0,0,1,13,10,0,1,90,1.00e+09
12,4,0,0,22,41,1,7,,,,,,2,1,0,0,13,10,0,1,47,4704
4,4,0,0,9,12,1,8,,,,,,3,1,1,0,13,10,1,1,19,1904
3,0,0,1,8,12,2,7,,,,,,3,1,1,1,13,10,0,0,4,400
3,0,0,1,14,5,1,5,,,,,,3,0,0,0,13,10,0,1,89,1.10e+09
13,0,0,,35,30,5,6,1,1,0,1,2,14,1,0,1,13,10,1,0,92,8.00e+08
3,2,0,0,9,3,0,6,,,,,,1,0,0,0,13,8,1,1,21,2102
6,2,0,0,12,17,0,9,,,,,,2,1,0,1,13,10,1,1,46,4602
3,0,0,0,10,7,0,6,,,,,,0,1,1,1,13,10,1,1,48,4800
5,3,0,1,23,7,1,8,,,,,,4,0,0,0,13,10,0,0,89,1.10e+09
5,2,0,1,11,15,0,5,,,,,,1,1,1,0,13,10,0,1,32,3202
7,3,0,0,21,17,1,5,,,,,,6,1,0,1,13,10,0,1,94,6.03e+08
6,2,0,0,17,20,0,7,,,,,,6,1,1,1,13,10,0,0,8,802
4,1,0,1,18,7,2,8,,,,,,8,0,0,1,13,10,0,1,39,3901
9,3,0,1,29,29,0,5,,,,,,7,1,1,1,13,10,0,1,8,803
1,1,0,1,5,1,1,7,,,,,,1,0,0,0,13,10,0,0,89,1.10e+09
3,0,0,0,4,9,1,7,,,,,,3,1,0,0,13,10,1,1,33,3300
9,1,0,0,18,26,1,8,,,,,,8,1,1,0,13,10,0,1,32,3201
3,2,0,1,9,7,2,6,,,,,,2,0,0,1,13,10,1,1,25,2502
3,0,0,0,2,6,0,7,,,,,,1,1,0,0,13,8,1,1,85,1.50e+09
2,2,0,1,9,2,0,7,,,,,,1,0,1,0,13,10,0,1,42,4202
3,0,0,0,11,2,0,9,,,,,,1,0,1,0,13,10,0,0,42,4200
13,4,0,,52,14,3,9,2,0,1,1,2,11,0,0,0,13,10,0,1,49,4904
3,1,0,0,7,9,0,8,,,,,,0,0,1,1,13,10,1,0,20,2001
12,1,0,0,3,57,1,6,,,,,,8,1,1,0,13,10,0,1,30,3001
4,4,0,1,18,7,2,5,,,,,,2,0,0,1,13,10,0,1,39,3904
13,4,0,,34,37,3,9,2,0,1,1,2,11,0,0,1,13,10,1,1,44,4404
7,3,0,0,16,16,0,9,,,,,,2,0,1,0,13,10,1,0,10,1003
3,0,0,0,2,13,0,5,,,,,,2,1,0,0,13,10,0,0,86,1.40e+09
10,3,0,1,32,28,0,5,,,,,,7,1,0,1,13,10,0,1,94,6.03e+08
2,2,0,0,5,4,1,5,,,,,,1,1,0,1,13,10,0,1,94,6.02e+08
13,3,0,,31,30,2,7,4,1,0,1,2,6,0,1,0,13,10,1,0,10,1003
2,4,0,1,8,3,1,8,,,,,,1,0,0,0,13,10,0,1,49,4904
6,4,0,1,20,18,2,8,,,,,,2,1,0,1,13,10,0,0,36,3604
6,4,0,0,12,17,1,5,,,,,,5,1,0,1,13,10,1,1,46,4604
10,3,0,1,33,25,2,6,,,,,,11,0,1,1,13,10,0,0,22,2203
3,0,0,1,7,10,0,9,,,,,,0,1,0,0,13,10,0,0,47,4700
6,3,0,1,16,15,0,8,,,,,,6,1,0,1,13,10,1,0,92,8.03e+08
3,0,0,1,11,9,2,6,,,,,,2,0,0,1,13,10,0,0,90,1.00e+09
3,0,0,1,13,3,1,8,,,,,,3,0,0,0,13,10,0,0,49,4900
4,4,0,1,13,9,0,6,,,,,,4,0,0,1,13,10,1,1,44,4404
2,4,0,0,5,6,0,6,,,,,,0,0,1,0,13,10,1,0,10,1004
2,1,0,1,3,6,1,7,,,,,,2,1,1,0,13,10,0,1,32,3201
7,1,0,1,16,25,0,6,,,,,,4,1,0,0,13,10,0,1,47,4701
13,4,0,,44,36,2,7,2,0,1,0,1,7,0,0,1,13,10,0,1,90,1.00e+09
6,3,0,1,19,16,0,5,,,,,,5,1,0,1,13,10,0,1,94,6.03e+08
4,0,0,1,15,10,0,9,,,,,,2,0,0,0,13,10,1,1,41,4100
4,0,0,1,10,16,0,5,,,,,,3,1,1,1,13,10,0,0,4,400
8,4,0,1,12,25,1,5,,,,,,5,1,1,0,13,10,1,1,19,1904
2,4,0,0,5,5,1,8,,,,,,1,0,1,1,13,10,0,1,9,904
4,0,0,1,10,9,2,6,,,,,,2,1,0,1,13,10,1,0,92,8.00e+08
10,2,0,0,16,22,0,4,,,,,,2,1,0,0,13,8,1,1,85,1.50e+09
9,4,0,1,41,2,1,6,,,,,,7,0,1,0,13,10,0,0,42,4204
9,3,0,0,13,30,1,9,,,,,,8,1,0,0,13,10,1,1,33,3303
4,0,0,1,15,14,0,5,,,,,,6,0,0,1,13,10,1,1,40,4000
3,2,0,1,10,7,2,8,,,,,,2,1,1,1,13,10,1,0,48,4802
11,1,0,1,39,26,2,5,,,,,,8,1,1,1,13,10,1,0,48,4801
5,2,0,1,13,10,1,6,,,,,,4,0,1,0,13,10,1,1,10,1002
4,0,0,1,11,11,2,6,,,,,,6,0,1,1,13,10,1,0,20,2000
10,3,0,1,30,26,0,9,,,,,,10,1,0,1,13,10,1,0,92,8.03e+08
3,1,0,0,9,7,1,8,,,,,,3,0,0,1,13,10,1,1,25,2501
7,2,0,1,31,2,1,9,,,,,,6,0,1,0,13,10,0,1,15,1502
7,1,0,0,21,17,0,8,,,,,,8,1,0,1,13,10,0,1,94,6.01e+08
6,1,0,1,15,5,1,5,,,,,,3,0,0,0,13,8,1,0,21,2101
4,0,0,1,16,5,1,5,,,,,,4,0,0,0,13,10,0,0,49,4900
3,2,0,0,7,10,0,6,,,,,,2,1,0,0,13,10,0,1,47,4702
1,1,0,1,2,3,2,5,,,,,,2,1,1,1,13,10,0,1,8,801
10,4,0,0,22,30,1,5,,,,,,5,1,1,0,13,10,0,0,32,3204
4,0,0,1,16,2,1,5,,,,,,2,0,1,0,13,10,0,0,42,4200
3,4,0,1,10,10,0,6,,,,,,0,1,1,0,13,10,1,1,45,4504
3,4,0,1,3,8,2,9,,,,,,3,1,0,1,13,10,1,1,46,4604
8,4,0,1,24,25,1,8,,,,,,2,1,1,0,13,10,1,1,45,4504
10,1,0,1,29,30,0,5,,,,,,8,0,0,1,13,10,1,1,44,4401
8,1,0,0,12,25,1,9,,,,,,7,1,1,0,13,10,1,0,19,1901
10,1,0,0,31,18,0,8,,,,,,10,0,0,1,13,10,1,1,25,2501
9,2,0,1,33,21,0,8,,,,,,4,1,1,1,13,10,1,0,48,4802
9,3,0,1,24,7,1,7,,,,,,6,0,0,0,13,8,1,0,21,2103
5,2,0,1,10,14,1,7,,,,,,3,1,0,0,13,10,1,1,43,4302
9,4,0,0,18,26,1,7,,,,,,4,1,1,0,13,10,0,0,32,3204
7,3,0,0,11,22,0,5,,,,,,2,1,1,0,13,10,1,1,19,1903
4,0,0,0,13,11,0,5,,,,,,0,0,1,1,13,10,0,0,22,2200
6,1,0,0,8,18,0,7,,,,,,1,1,0,0,13,10,1,0,33,3301
9,2,0,1,29,22,2,7,,,,,,8,0,1,1,13,10,0,1,22,2202
8,4,0,1,24,20,0,9,,,,,,4,1,0,1,13,10,1,0,92,8.04e+08
4,0,0,1,16,2,1,5,,,,,,4,0,1,0,13,10,0,0,15,1500
6,1,0,0,12,20,1,5,,,,,,4,1,0,0,13,10,0,1,47,4701
4,0,0,0,6,12,0,5,,,,,,3,1,0,0,13,10,1,1,33,3300
4,0,0,1,17,4,1,5,,,,,,3,0,1,0,13,10,1,1,24,2400
6,3,0,1,25,7,1,6,,,,,,5,0,0,0,13,10,0,0,49,4903
1,4,0,0,0,4,1,8,,,,,,1,1,1,0,13,10,0,1,30,3004
1,4,0,1,5,1,1,5,,,,,,1,0,0,0,13,10,0,0,89,1.10e+09
7,4,0,1,26,22,0,7,,,,,,2,0,0,1,13,10,1,1,40,4004
4,0,0,0,6,12,1,5,,,,,,4,1,0,0,13,10,1,1,43,4300
2,1,0,1,7,2,1,9,,,,,,2,0,1,0,13,10,0,0,15,1501
7,4,0,0,29,10,0,7,,,,,,4,0,0,0,13,10,0,0,89,1.10e+09
4,0,0,1,11,8,2,5,,,,,,5,1,1,1,13,10,1,1,26,2600
2,2,0,0,1,6,0,7,,,,,,1,1,0,1,13,10,1,1,46,4602
4,0,0,0,2,18,1,5,,,,,,3,1,0,0,13,10,0,0,86,1.40e+09
12,4,0,1,36,24,2,9,,,,,,10,1,1,1,13,10,1,1,26,2604
11,3,0,0,18,24,1,6,,,,,,6,1,0,0,13,8,1,0,85,1.50e+09
6,2,0,1,28,10,2,7,,,,,,2,0,0,1,13,10,0,0,39,3902
13,4,0,,41,37,2,7,1,1,1,1,3,4,0,0,1,13,10,1,1,40,4004
6,4,0,0,13,16,0,8,,,,,,3,1,0,0,13,10,1,0,43,4304
2,4,0,1,7,2,0,8,,,,,,1,0,1,0,13,10,0,0,15,1504
3,2,0,0,11,2,0,6,,,,,,1,0,1,0,13,10,0,1,42,4202
8,1,0,1,24,21,0,6,,,,,,8,1,0,1,13,10,0,1,94,6.01e+08
5,2,0,1,21,6,1,6,,,,,,4,0,0,0,13,10,0,1,49,4902
13,4,0,,41,31,5,5,0,1,0,1,2,15,1,1,1,13,10,1,0,48,4804
4,0,0,0,13,7,0,6,,,,,,5,0,0,1,13,10,1,1,25,2500
4,0,0,0,10,3,0,6,,,,,,2,0,0,0,13,8,1,1,21,2100
8,3,0,1,24,20,0,7,,,,,,8,1,0,1,13,10,1,0,92,8.03e+08
4,0,0,1,9,12,0,8,,,,,,1,1,1,0,13,10,0,0,32,3200
4,0,0,0,14,10,1,7,,,,,,1,1,1,1,13,10,1,1,48,4800
6,2,0,1,19,12,2,6,,,,,,8,0,0,1,13,10,1,1,25,2502
11,3,0,1,51,2,1,7,,,,,,11,0,1,0,13,10,0,1,42,4203
6,4,0,0,15,14,1,7,,,,,,2,0,1,0,13,10,1,0,10,1004
6,1,0,1,19,12,2,9,,,,,,8,0,0,1,13,10,1,1,25,2501
4,0,0,1,13,9,2,7,,,,,,5,0,0,1,13,10,1,1,44,4400
1,2,0,1,4,2,1,6,,,,,,1,0,0,0,13,10,0,1,49,4902
5,3,0,0,2,23,1,6,,,,,,4,1,0,0,13,10,0,0,86,1.40e+09
6,4,0,1,19,15,2,9,,,,,,2,0,1,1,13,10,0,1,22,2204
4,0,0,0,6,11,0,7,,,,,,3,1,0,1,13,10,1,0,46,4600
9,3,0,1,43,12,0,6,,,,,,14,0,0,1,13,10,0,0,39,3903
5,4,0,0,15,12,0,8,,,,,,4,0,0,1,13,10,1,1,44,4404
6,2,0,0,19,16,0,8,,,,,,5,1,0,1,13,10,0,1,94,6.02e+08
1,4,0,1,2,3,2,9,,,,,,2,1,0,1,13,10,0,1,94,6.04e+08
6,1,0,0,19,20,1,9,,,,,,4,1,1,0,13,10,1,1,45,4501
1,1,0,0,2,2,0,7,,,,,,0,1,0,0,13,10,1,0,43,4301
9,4,0,0,2,43,1,5,,,,,,9,1,0,0,13,10,0,1,86,1.40e+09
5,3,0,1,14,14,2,6,,,,,,8,0,1,1,13,10,0,0,9,903
4,0,0,1,18,7,1,6,,,,,,4,0,0,0,13,10,0,1,89,1.10e+09
6,2,0,1,26,2,1,7,,,,,,4,0,1,0,13,10,0,1,42,4202
9,4,0,0,19,31,0,5,,,,,,0,1,0,0,13,10,0,1,47,4704
13,1,0,,41,37,3,9,0,1,1,1,3,11,0,0,1,13,10,1,0,40,4001
6,3,0,1,14,17,0,9,,,,,,3,1,1,0,13,10,0,0,32,3203
12,1,0,0,25,35,0,9,,,,,,9,1,1,0,13,10,0,1,32,3201
10,4,0,0,25,30,0,7,,,,,,6,1,0,1,13,10,1,1,46,4604
13,0,0,,34,39,3,6,2,0,1,1,2,15,1,1,1,13,10,0,0,4,400
6,3,0,0,2,28,1,7,,,,,,5,1,0,0,13,10,0,0,86,1.40e+09
13,4,0,,22,41,5,7,2,1,0,1,2,7,1,0,0,13,10,0,1,47,4704
2,1,0,1,6,6,0,8,,,,,,0,0,1,1,13,10,0,0,22,2201
9,4,0,1,41,2,1,5,,,,,,8,0,1,0,13,10,0,0,15,1504
4,0,0,0,1,17,1,5,,,,,,3,1,1,0,13,10,0,1,30,3000
10,3,0,0,25,30,1,8,,,,,,7,1,0,1,13,10,1,1,46,4603
8,3,0,1,25,22,0,6,,,,,,8,0,0,1,13,10,1,0,44,4403
6,3,0,0,17,13,0,9,,,,,,1,1,1,1,13,10,1,0,26,2603
10,1,0,0,43,12,0,6,,,,,,5,0,0,0,13,10,0,0,49,4901
7,2,0,0,22,18,0,7,,,,,,5,0,0,1,13,10,1,0,44,4402
4,0,0,1,13,12,0,5,,,,,,5,1,0,1,13,10,0,1,36,3600
4,0,0,1,9,14,0,8,,,,,,0,1,0,0,13,10,0,0,47,4700
4,0,0,1,5,8,1,7,,,,,,2,1,0,0,13,8,1,1,85,1.50e+09
4,0,0,1,15,11,0,5,,,,,,2,0,0,1,13,10,0,0,90,1.00e+09
10,1,0,1,33,25,0,8,,,,,,4,0,1,1,13,10,0,0,22,2201
5,3,0,0,14,12,0,7,,,,,,1,1,1,1,13,10,1,0,26,2603
6,3,0,0,15,5,0,7,,,,,,3,0,0,0,13,8,1,0,21,2103
9,3,0,0,28,24,1,9,,,,,,7,1,0,1,13,10,0,1,94,6.03e+08
4,0,0,1,18,7,2,9,,,,,,6,0,0,1,13,10,0,0,39,3900
10,2,0,0,25,30,0,9,,,,,,2,1,0,1,13,10,1,1,46,4602
4,4,0,1,13,14,0,5,,,,,,0,1,1,0,13,10,1,1,45,4504
4,0,0,1,10,10,1,8,,,,,,2,0,1,0,13,10,1,0,10,1000
7,2,0,0,19,22,1,5,,,,,,6,0,1,1,13,10,0,0,9,902
4,0,0,1,12,11,0,7,,,,,,2,0,1,1,13,10,0,0,9,900
4,0,0,1,12,13,0,7,,,,,,1,1,1,1,13,10,0,0,8,800
5,4,0,1,14,12,0,5,,,,,,5,1,1,1,13,10,1,1,26,2604
13,3,0,,25,35,4,8,0,1,1,1,3,9,1,1,0,13,10,0,0,32,3203
1,3,0,0,0,2,1,5,,,,,,1,1,0,1,13,10,1,1,46,4603
